filnavn,sti,aar,avsender,uid,kilde_type,kilde_fil,kilde_uri,antall_tegn,antall_ord
2019_vestland-fylkeskommune-pdf-145kb_no-uid_d949e2067b.txt,høringer/foer-2022/2019_vestland-fylkeskommune-pdf-145kb_no-uid_d949e2067b.txt,2019,"Vestland fylkeskommune (PDF, 145KB)",no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-nou-2019-18-skattlegging-av-havbruk-manual-20260209102305-d5e71684-918-20260209102358003-0_0000072_sha256_5960053d21af7c49958b47adbe6b4b0a81913f8aa88efd2af8a683b0db083b93.pdf,https://www.regjeringen.no/contentassets/0c756aa6ea344a05bb539016ebd0c0d2/vestland-fylkeskommune.pdf?uid=Vestland_fylkeskommune,2067,292
2019_volda-kommune-pdf-329kb_no-uid_b2a96aae4f.txt,høringer/foer-2022/2019_volda-kommune-pdf-329kb_no-uid_b2a96aae4f.txt,2019,"Volda kommune (PDF, 329KB)",no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-nou-2019-18-skattlegging-av-havbruk-manual-20260209102305-d5e71684-918-20260209102359694-1_0000059_sha256_f590087ec399a6366a7f358a3b83affd2d082a85e518332634c8adb28ae8f692.pdf,https://www.regjeringen.no/contentassets/0c756aa6ea344a05bb539016ebd0c0d2/volda-kommune.pdf?uid=Volda_kommune,11318,1692
2019_yrkesorganisasjonenes-sentralforbund-ys_no-uid_5eaf170d5c.txt,høringer/foer-2022/2019_yrkesorganisasjonenes-sentralforbund-ys_no-uid_5eaf170d5c.txt,2019,Yrkesorganisasjonenes Sentralforbund (YS),no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-nou-2019-18-skattlegging-av-havbruk-manual-20260209102305-d5e71684-918-20260209102358003-0_0000074_sha256_e2062a209f36fc064ceb579b3c83a797942188ee572f31425fa1103510bd4cf7.pdf,https://www.regjeringen.no/no/dokumenter/horing--nou-2019-18-skattlegging-av-havbruk/id2676532/Download/?vedleggId=a0b2b44f-f908-48d0-98f9-58f1ace0bbf0,3237,487
2023_1-vara-til-stortinget-guro-holm-skillingstad_acb78ab5-378a-42b5-bddb-ebc0e91def58.txt,høringer/fra-2022/2023_1-vara-til-stortinget-guro-holm-skillingstad_acb78ab5-378a-42b5-bddb-ebc0e91def58.txt,2023,"1. vara til Stortinget, Guro Holm Skillingstad",acb78ab5-378a-42b5-bddb-ebc0e91def58,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000001_sha256_5906fb17203562e3b918d0ce213f51b4b70ae2426f9a5d3196d90fd40ed134ad.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=acb78ab5-378a-42b5-bddb-ebc0e91def58,2437,361
2023_a-frya-kommune_2d794a07-b502-4934-963b-ae97fc1bfd14.txt,høringer/fra-2022/2023_a-frya-kommune_2d794a07-b502-4934-963b-ae97fc1bfd14.txt,2023,A - Frøya kommune,2d794a07-b502-4934-963b-ae97fc1bfd14,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000001_sha256_6a993b15f09024fc9980a3d70ec5559481ad99ba9dc8501bc18f435200e9aacb.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=2d794a07-b502-4934-963b-ae97fc1bfd14,8156,1235
2023_aamund-rike_49ef3d15-f65b-4991-a547-9773c451f718.txt,høringer/fra-2022/2023_aamund-rike_49ef3d15-f65b-4991-a547-9773c451f718.txt,2023,Aamund Rike,49ef3d15-f65b-4991-a547-9773c451f718,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000211_sha256_12849fa6b56bb0625ff229f2174a48ac2440fe016ae1b41d70e3f119fae1fbd0.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=49ef3d15-f65b-4991-a547-9773c451f718,1184,179
2023_abelvr-filetfabrikk-as_no-uid_9e51243d79.txt,høringer/fra-2022/2023_abelvr-filetfabrikk-as_no-uid_9e51243d79.txt,2023,Abelvær Filetfabrikk AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000003_sha256_b6f2b92de3186dcfb5a94298ecde4c3b52d9c80a78facbf751b35862f5cfa4fb.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=06e9067e-58b9-499b-a168-9206a3dcda10,2444,350
2023_abyss-group-as_no-uid_9b027e7fb5.txt,høringer/fra-2022/2023_abyss-group-as_no-uid_9b027e7fb5.txt,2023,Abyss Group AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000004_sha256_9854765e2d18cbd3211a1a2fa88676935b2d85009216452a1fac072c4d67759e.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=69e296f6-13c5-4e13-904e-f4b701602d81,3593,547
2023_advokatfirmaet-schjdt-as_no-uid_b7f4d7aa3c.txt,høringer/fra-2022/2023_advokatfirmaet-schjdt-as_no-uid_b7f4d7aa3c.txt,2023,Advokatfirmaet Schjødt AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000002_sha256_5ce49191498b8cd594706f905f3b1f0239594cf83a2b73d93027e58ef4a039b2.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=0ec1182e-a2bc-4099-bdea-7551dfb3f96b,14906,2160
2023_advokatfirmaet-thommessen-as_no-uid_7ce3d9fe78.txt,høringer/fra-2022/2023_advokatfirmaet-thommessen-as_no-uid_7ce3d9fe78.txt,2023,Advokatfirmaet Thommessen AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000005_sha256_5908e9b0866354337f627c8117d927d36e16a85021974e1f35e6e893b0df38cd.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=50002df5-068b-4fa5-81c0-0e9df96b2433,12283,1780
2023_advokatforeningen_no-uid_a6c70b911a.txt,høringer/fra-2022/2023_advokatforeningen_no-uid_a6c70b911a.txt,2023,Advokatforeningen,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000003_sha256_5c11e77fc146f745e84c2a2d631ba22b7308431272e551c535786c6d1f5b88aa.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=5300c3b7-c6b4-4648-b5f9-0b450c5c3902,21230,3124
2023_agder-fylkeskommune_no-uid_1e2c3497d3.txt,høringer/fra-2022/2023_agder-fylkeskommune_no-uid_1e2c3497d3.txt,2023,Agder fylkeskommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000004_sha256_d17513934f39ccb113e078b3d7482aad301ed1fdfc9db6036de4c54081531d0d.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=ab914ddd-4895-47e6-a109-c6f2b034a9a0,19022,2883
2023_aina-nilsen_no-uid_3936ae3224.txt,høringer/fra-2022/2023_aina-nilsen_no-uid_3936ae3224.txt,2023,Aina Nilsen,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000006_sha256_721886060ad40f49b11013005f7301136a66e22ed64f516ec7edf03014dc4a5f.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=4801e954-9f72-44c3-b801-d9d76bea816c,8454,1155
2023_aipce-cep-eu-fish-processors-and-traders-association_95945c0c-5b28-4d6d-9f04-058cc5bde905.txt,høringer/fra-2022/2023_aipce-cep-eu-fish-processors-and-traders-association_95945c0c-5b28-4d6d-9f04-058cc5bde905.txt,2023,AIPCE-CEP EU Fish Processors and Traders Association,95945c0c-5b28-4d6d-9f04-058cc5bde905,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000008_sha256_80ea2698b579f64fbfba77759dcde4f069ee4dc6ed3eeb2fd69cc14786aa9117.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=95945c0c-5b28-4d6d-9f04-058cc5bde905,1598,264
2023_air-cargo-logistics-as_0d029672-f819-4fbe-9932-311a5925979e.txt,høringer/fra-2022/2023_air-cargo-logistics-as_0d029672-f819-4fbe-9932-311a5925979e.txt,2023,Air Cargo Logistics AS,0d029672-f819-4fbe-9932-311a5925979e,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000007_sha256_c2d5121bee4807e71898b0af5e4c24d42750b2dcd135d85f4a58c968d4e0d965.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0d029672-f819-4fbe-9932-311a5925979e,1186,187
2023_akademikerne_8086f27e-4489-4760-a561-34687d378334.txt,høringer/fra-2022/2023_akademikerne_8086f27e-4489-4760-a561-34687d378334.txt,2023,Akademikerne,8086f27e-4489-4760-a561-34687d378334,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000005_sha256_468a327ec83f40445d81e5b2bbfcb959e002dd9a0d28683cb441629d28ba0c3b.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8086f27e-4489-4760-a561-34687d378334,1676,240
2023_aker-solutions-as_no-uid_afe26fecc9.txt,høringer/fra-2022/2023_aker-solutions-as_no-uid_afe26fecc9.txt,2023,Aker Solutions As,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000007_sha256_05ab3905eeda2e28b2abbd50b5c3a3c84f08649c720fabb8536b84b89806ccc4.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=4aa4d477-0279-4308-b19b-fe3ca6cc178b,13797,1908
2023_aksjonrforeningen_5c875467-bc23-49ad-a14c-bea8500ffeb4.txt,høringer/fra-2022/2023_aksjonrforeningen_5c875467-bc23-49ad-a14c-bea8500ffeb4.txt,2023,Aksjonærforeningen,5c875467-bc23-49ad-a14c-bea8500ffeb4,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000006_sha256_c1eb0cfc5be5b9c92bfeecc34410e0f2d2ecb7bf5faf9abdc6b1736253efa1f4.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=5c875467-bc23-49ad-a14c-bea8500ffeb4,8539,1318
2023_akva-group-asa_no-uid_0db2224919.txt,høringer/fra-2022/2023_akva-group-asa_no-uid_0db2224919.txt,2023,AKVA group ASA,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000009_sha256_330e28af508b7efe84b2e3e6b740e7a416542cd98b5e7644a4ebb6eb0e11144d.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6217ab13-a50e-4c87-badf-b600ab19f783,11123,1580
2023_alesund-kommune_7f10dcf9-1807-4c3e-acbf-ad8430e9a1a5.txt,høringer/fra-2022/2023_alesund-kommune_7f10dcf9-1807-4c3e-acbf-ad8430e9a1a5.txt,2023,Ålesund kommune,7f10dcf9-1807-4c3e-acbf-ad8430e9a1a5,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000212_sha256_b76e43a7536df799b0067e7da0372aa68cb98d585ef22ecbb553cc199b9c5768.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7f10dcf9-1807-4c3e-acbf-ad8430e9a1a5,3097,466
2023_alsaker-fjordbruk-as_no-uid_debe648931.txt,høringer/fra-2022/2023_alsaker-fjordbruk-as_no-uid_debe648931.txt,2023,Alsaker Fjordbruk AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000008_sha256_c1ccb14d9c4dfd0a3380b19cb015d00bf25b9070026d2c367aa052d414789a6b.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=98862985-fad4-4c1c-8fe1-10950ae050cb,9457,1444
2023_alstahaug-kommune_7179c5f6-f1c0-4515-ad0f-3a29799ac795.txt,høringer/fra-2022/2023_alstahaug-kommune_7179c5f6-f1c0-4515-ad0f-3a29799ac795.txt,2023,Alstahaug kommune,7179c5f6-f1c0-4515-ad0f-3a29799ac795,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000009_sha256_ac827c70f6c8188f91ed4ca04f1001cf56ec898b0530a30443b723de71904c97.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7179c5f6-f1c0-4515-ad0f-3a29799ac795,5061,759
2023_alta-kommune_18e6064f-b9b7-401f-8832-8645142a356e.txt,høringer/fra-2022/2023_alta-kommune_18e6064f-b9b7-401f-8832-8645142a356e.txt,2023,Alta kommune,18e6064f-b9b7-401f-8832-8645142a356e,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000010_sha256_09177ab9e5894cef6041d8a8cdd0793adcdefa03c42a15e4cf6ab19d4b111395.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=18e6064f-b9b7-401f-8832-8645142a356e,1898,272
2023_alver-kommune_8d27f3d2-1521-497f-beeb-8a4b4ca1ccdb.txt,høringer/fra-2022/2023_alver-kommune_8d27f3d2-1521-497f-beeb-8a4b4ca1ccdb.txt,2023,Alver kommune,8d27f3d2-1521-497f-beeb-8a4b4ca1ccdb,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000010_sha256_b5e6621cd2d319b885fda707e0595e2008326e3b5a6b035bc9a47e792638003f.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8d27f3d2-1521-497f-beeb-8a4b4ca1ccdb,2396,358
2023_anders-fretheim_5d652999-b0f4-4054-9a1f-a87f38fef4d5.txt,høringer/fra-2022/2023_anders-fretheim_5d652999-b0f4-4054-9a1f-a87f38fef4d5.txt,2023,Anders Fretheim,5d652999-b0f4-4054-9a1f-a87f38fef4d5,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000011_sha256_88fc5c99adbc112ac307da4f114ab15f323fbc8510eefa65002f1ee43a604b37.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=5d652999-b0f4-4054-9a1f-a87f38fef4d5,563,86
2023_anfaco-cecopesca_no-uid_4f4f8e1241.txt,høringer/fra-2022/2023_anfaco-cecopesca_no-uid_4f4f8e1241.txt,2023,ANFACO-CECOPESCA,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000011_sha256_17282d6c668b88c3f8e26a65fc3deaee3a77187d5a2f5609fb4b6e13526f2c96.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b96da63d-9942-40ef-97a6-00fca03726d5,3615,571
2023_aqs-as_981ff41a-d57b-4bcd-be7b-32ed0f08f796.txt,høringer/fra-2022/2023_aqs-as_981ff41a-d57b-4bcd-be7b-32ed0f08f796.txt,2023,AQS AS,981ff41a-d57b-4bcd-be7b-32ed0f08f796,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000012_sha256_43cd4c279bba218fcde0b796ae59ce2e4eaa2b19fd76c6477f5abfc9958087d7.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=981ff41a-d57b-4bcd-be7b-32ed0f08f796,2015,290
2023_aqua-kompetanse-as_no-uid_1ffec7d4f1.txt,høringer/fra-2022/2023_aqua-kompetanse-as_no-uid_1ffec7d4f1.txt,2023,Aqua Kompetanse AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000015_sha256_31bbb0726daf0e0f42550c1ddf0a4fef73988bd87be7a0f01dabafb43834c126.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=1809cba1-3265-4699-8a17-caeb89954795,4629,678
2023_arne-byrkjeflot_68fce656-6b25-44ba-960b-e277e697bd36.txt,høringer/fra-2022/2023_arne-byrkjeflot_68fce656-6b25-44ba-960b-e277e697bd36.txt,2023,Arne Byrkjeflot,68fce656-6b25-44ba-960b-e277e697bd36,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000013_sha256_0bf85c91b761f718d938984e600af987489fd5141e54f5be12ae3de7a2af3c7b.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=68fce656-6b25-44ba-960b-e277e697bd36,5107,867
2023_as-bolaks_no-uid_0f21350156.txt,høringer/fra-2022/2023_as-bolaks_no-uid_0f21350156.txt,2023,AS Bolaks,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000016_sha256_c550fdc9462b1dc2aa457a79e9c82dd983f1a8cf5120ebe05399d56a0d2d7e12.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=ec979975-ea92-43cf-97a2-f0abf33e7057,11472,1769
2023_asmund-olav-ersland-hauge_b4a2ff60-55a3-454a-8f39-787b970f7697.txt,høringer/fra-2022/2023_asmund-olav-ersland-hauge_b4a2ff60-55a3-454a-8f39-787b970f7697.txt,2023,Åsmund Olav Ersland Hauge,b4a2ff60-55a3-454a-8f39-787b970f7697,html,data/content/2023_asmund-olav-ersland-hauge_html.missing.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b4a2ff60-55a3-454a-8f39-787b970f7697,0,0
2023_astorplast-as_521cf01b-f380-45f8-985b-3dca760ef605.txt,høringer/fra-2022/2023_astorplast-as_521cf01b-f380-45f8-985b-3dca760ef605.txt,2023,Astorplast AS,521cf01b-f380-45f8-985b-3dca760ef605,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000013_sha256_db933abccc044b725392e7929062f9ed74d4c10f446462dd94834ffa4a30e66b.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=521cf01b-f380-45f8-985b-3dca760ef605,542,81
2023_aud-skrudland_9f10b744-dc27-4a44-9429-fae57af921d2.txt,høringer/fra-2022/2023_aud-skrudland_9f10b744-dc27-4a44-9429-fae57af921d2.txt,2023,Aud Skrudland,9f10b744-dc27-4a44-9429-fae57af921d2,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000014_sha256_704ff878cd336209228bb303c86d7aff73799f86358689f7dec50abb8eca5ab3.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=9f10b744-dc27-4a44-9429-fae57af921d2,1336,204
2023_aukra-kommune_b04bf831-57b6-4088-844c-8429b56b2138.txt,høringer/fra-2022/2023_aukra-kommune_b04bf831-57b6-4088-844c-8429b56b2138.txt,2023,Aukra kommune,b04bf831-57b6-4088-844c-8429b56b2138,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000014_sha256_ed28c2695c4393021eef2041736e2bd3fb618d5e7e258fe60a3bf80ad6d5be0d.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b04bf831-57b6-4088-844c-8429b56b2138,1119,165
2023_aukra-sykkelklubb_50c0554f-1aa1-45a8-8967-eeb7a09ea88f.txt,høringer/fra-2022/2023_aukra-sykkelklubb_50c0554f-1aa1-45a8-8967-eeb7a09ea88f.txt,2023,Aukra Sykkelklubb,50c0554f-1aa1-45a8-8967-eeb7a09ea88f,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000012_sha256_7f42f7126ab9725ff3fa05885dd4dba15e40124e99cc4e8d65852208d2f23107.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=50c0554f-1aa1-45a8-8967-eeb7a09ea88f,1388,215
2023_aure-kommune_no-uid_74ef474da2.txt,høringer/fra-2022/2023_aure-kommune_no-uid_74ef474da2.txt,2023,Aure kommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000015_sha256_88428a87d15cc3d93705fec20369ede169f2893bca84815f182bf99b4f10044d.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=30e1f584-d036-4ec8-8423-11fb5b9e9bfc,3179,487
2023_austevoll-kommune_no-uid_a1d03166e4.txt,høringer/fra-2022/2023_austevoll-kommune_no-uid_a1d03166e4.txt,2023,Austevoll kommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000016_sha256_b488dc7ad203c913a682fb9f0a89fe47476b01e4d501847d83a87f68a94b66d1.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=f4554c93-a6bb-4f6b-8421-4be291d87518,1574,227
2023_austevoll-kommune_no-uid_b80455d429.txt,høringer/fra-2022/2023_austevoll-kommune_no-uid_b80455d429.txt,2023,Austevoll kommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000023_sha256_bb68e6765daea04590a1e5933f0077c24ada7fb1d9fe322be670083a8d226c61.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=f2c43b4a-2fb2-4e3c-98f0-a3e2713480c3,29644,4349
2023_b-kommune_3de29ca9-e136-4109-bea2-86e63b5888fe.txt,høringer/fra-2022/2023_b-kommune_3de29ca9-e136-4109-bea2-86e63b5888fe.txt,2023,Bø kommune,3de29ca9-e136-4109-bea2-86e63b5888fe,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000026_sha256_694eb6ce00840c8e8e39975e0b68672330293a15c4d814d7ea105012df69f28a.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3de29ca9-e136-4109-bea2-86e63b5888fe,5665,843
2023_ballangen-holding-as_no-uid_1edc990438.txt,høringer/fra-2022/2023_ballangen-holding-as_no-uid_1edc990438.txt,2023,Ballangen Holding AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000018_sha256_22cdcea3f9503c34996833ff7ca6e0b78fd514762a0ecd6e0847851813802a8f.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=083b1a5a-1e70-4e2b-ba08-207c01f6882e,6088,903
2023_bard-misund-og-ragnar-tveteras-professorer-universitetet-i-stavanger_89a2eb60-59f3-4df3-8734-57b53f6af11f.txt,høringer/fra-2022/2023_bard-misund-og-ragnar-tveteras-professorer-universitetet-i-stavanger_89a2eb60-59f3-4df3-8734-57b53f6af11f.txt,2023,"Bård Misund og Ragnar Tveterås, professorer, Universitetet i Stavanger",89a2eb60-59f3-4df3-8734-57b53f6af11f,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000023_sha256_6e2b3471df3b634b21b38e3e8b77f8ad0a2891ef115e89dffa3a3e2f86a47b98.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=89a2eb60-59f3-4df3-8734-57b53f6af11f,4875,697
2023_bdo-advokater-as_no-uid_6745c53540.txt,høringer/fra-2022/2023_bdo-advokater-as_no-uid_6745c53540.txt,2023,BDO Advokater AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000024_sha256_d9e15f1a34f74d5dcf37b2fdf12d4bd8b1448065c500d246c695f9fb137c6176.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=fdb8b06b-714a-40ba-8e56-47ecc02c4ccd,7786,1178
